female,age,college,nhhld,inc2019,pab2019,emp2020
0,50,0,2,12327.257,3382,1
0,54,0,2,20763.35,0,0
0,49,1,2,4652.5483,3382,1
0,28,1,2,17061.965,0,0
1,36,0,2,8528.6924,3382,0
0,51,0,2,12238.209,3382,0
1,36,1,2,21663.811,0,0
0,28,1,2,12982.931,3382,1
1,25,1,2,23438.912,0,1
1,39,0,2,13679.479,3382,1
1,27,1,2,5013.3052,3382,1
1,53,1,2,23075.746,0,1
0,24,0,2,31469.387,0,0
1,36,0,2,22527.336,0,1
0,25,1,2,3880.5417,3382,1
1,25,1,2,35409.496,0,1
1,28,0,2,5520.145,3382,0
0,50,0,2,49315,0,0
0,32,0,2,9155.2148,3382,0
0,30,1,2,8580.7344,3382,0
0,28,0,2,19623.953,0,1
1,41,1,2,14298.149,3382,1
1,45,1,2,19269.496,0,0
1,46,0,2,6673.4229,3382,0
1,38,1,2,17355.195,0,0
1,20,0,2,20545.771,0,0
0,41,0,2,12083.984,3382,1
1,41,1,2,19140.246,0,1
0,32,0,2,7545.3599,3382,0
1,20,1,2,18747.107,0,0
1,20,1,2,11096.229,3382,0
0,34,0,2,7720.4561,3382,1
0,36,0,2,49403.73,0,1
0,24,1,2,20539.207,0,1
1,23,0,2,10044.599,3382,1
1,50,0,2,18504.645,0,1
0,51,1,2,10296.597,3382,1
0,36,1,2,9888.4473,3382,0
0,51,0,2,12633.425,3382,1
1,53,0,2,26416.814,0,0
0,34,0,2,4451.2485,3382,1
1,41,1,2,19561.229,0,0
1,53,0,2,11329.033,3382,0
0,20,1,2,22924.508,0,1
1,43,1,2,35198.828,0,0
1,53,0,2,10596.713,3382,0
0,54,1,2,26363.938,0,0
1,37,1,2,14618.401,3382,1
1,36,0,2,23478.914,0,1
1,18,1,2,8534.2246,3382,0
0,52,0,2,7937.4341,3382,0
1,48,1,2,24310.586,0,0
1,32,1,2,18289.373,0,1
1,28,1,2,35455.719,0,0
0,38,1,2,23683.199,0,0
1,51,1,2,14774.21,3382,0
0,24,1,2,23881.609,0,0
0,49,0,2,17195.488,0,0
1,38,0,2,20766.459,0,0
1,42,1,2,40859.559,0,0
0,49,0,2,14853.154,3382,1
0,26,1,2,22156.223,0,0
0,31,0,2,8822.3281,3382,0
0,41,1,2,43142.223,0,0
0,47,0,2,29999.131,0,1
1,53,1,2,12630.413,3382,1
1,41,0,2,6442.7451,3382,0
0,24,0,2,22412.307,0,1
0,38,1,2,25956.539,0,1
0,46,0,2,22748.668,0,0
0,47,0,2,21352.102,0,1
1,49,1,2,11814.24,3382,0
0,24,0,2,16593.564,3382,1
1,45,0,2,12661.504,3382,0
1,30,1,2,11711.607,3382,0
0,31,0,2,8257.9717,3382,0
1,40,0,2,20084.514,0,0
0,32,1,2,4700.438,3382,0
1,19,1,2,9676.7246,3382,0
0,45,0,2,28062.58,0,1
0,23,0,2,8098.8037,3382,1
1,42,0,2,20886.344,0,0
0,53,1,2,24684.615,0,0
1,51,0,2,17124.137,0,1
0,30,0,2,5099.2808,3382,1
1,25,0,2,31473.229,0,0
1,49,0,2,10881.547,3382,1
0,25,1,2,10836.178,3382,0
0,41,1,2,37661.77,0,0
1,30,1,2,7310.5986,3382,1
0,24,0,2,9090.2773,3382,0
1,32,1,2,22897.305,0,0
1,25,1,2,10891.763,3382,0
0,42,1,2,35135.578,0,0
0,44,1,2,40642.895,0,1
1,32,1,2,17083.244,0,0
0,36,1,2,13275.636,3382,0
1,19,1,2,15930.14,3382,1
1,40,1,2,9426.8076,3382,0
1,31,1,2,51400.664,0,0
0,47,0,2,12978.399,3382,1
0,18,1,2,48614.285,0,0
0,31,0,2,21249.051,0,0
1,44,1,2,13114.077,3382,0
1,29,0,2,35468.336,0,1
0,53,0,2,10120.445,3382,1
0,36,1,2,8595.8379,3382,1
1,49,0,2,48000.234,0,1
0,38,0,2,19409.816,0,0
1,42,0,2,9243.1455,3382,1
0,37,0,2,7280.3193,3382,0
0,20,1,2,11896.821,3382,1
0,50,1,2,39048.781,0,1
0,41,1,2,9849.7461,3382,0
0,32,0,2,44268.16,0,1
0,28,0,2,22314.01,0,0
0,39,0,2,19621.539,0,0
0,37,0,2,39687.359,0,0
0,38,0,2,10514.72,3382,1
0,25,0,2,9496.5947,3382,1
0,39,1,2,22361.066,0,0
1,38,0,2,27457.801,0,0
1,30,0,2,8220.46,3382,1
0,20,0,2,5386.6484,3382,1
0,20,1,2,17497.738,0,1
1,34,1,2,8147.0811,3382,0
0,50,0,2,53371.984,0,0
0,46,0,2,18604.676,0,0
0,32,0,2,15230.872,3382,1
0,51,0,2,19113.141,0,1
0,23,1,2,6721.1274,3382,1
0,49,0,2,22029.387,0,1
1,23,0,2,34254.824,0,0
0,32,0,2,7673.002,3382,1
0,35,0,2,15439.814,3382,0
1,32,1,2,10558.501,3382,1
0,44,1,2,37008.742,0,1
0,53,0,2,24800.379,0,0
1,38,1,2,30556.58,0,0
0,44,1,2,19605.342,0,0
1,21,1,2,6078.1797,3382,1
0,49,0,2,12403.259,3382,1
1,25,1,2,8117.0986,3382,1
0,23,0,2,11811.108,3382,0
0,51,0,2,8130.1372,3382,1
1,52,0,2,12917.313,3382,1
0,50,1,2,12087.004,3382,1
1,45,1,2,18039.184,0,0
0,19,0,2,29228.9,0,1
1,52,0,2,32312.154,0,1
0,34,0,2,15564.978,3382,1
1,46,1,2,10419.957,3382,0
0,34,1,2,24352.539,0,0
0,41,0,2,20768.955,0,1
0,46,0,2,16356.04,3382,0
0,21,1,2,16745.414,3382,0
0,18,1,2,9645.1875,3382,0
1,35,0,2,27742.836,0,0
1,25,0,2,6119.7959,3382,0
1,52,0,2,19246.117,0,0
1,42,0,2,11980.437,3382,0
0,33,0,2,15861.452,3382,0
1,30,0,2,16149.276,3382,0
1,42,1,2,10384.294,3382,1
1,48,1,2,16149.138,3382,0
1,48,0,2,29676.422,0,0
0,46,0,2,19676.219,0,0
0,23,0,2,9418.1992,3382,0
1,21,0,2,46854.43,0,0
0,37,1,2,10980.988,3382,1
0,24,1,2,14532.221,3382,0
0,35,1,2,28375.83,0,1
1,21,1,2,41712.039,0,0
0,48,0,2,17467.41,0,1
0,37,0,2,75601.367,0,0
1,48,1,2,32833.207,0,1
0,42,0,2,10513.606,3382,1
1,26,0,2,13598.004,3382,1
0,30,0,2,14207.731,3382,1
0,22,0,2,17462.93,0,0
0,36,0,2,23930.49,0,1
1,35,1,2,16580.545,3382,1
0,36,0,2,9300.9492,3382,0
0,28,0,2,27099.012,0,1
1,37,0,2,23596.471,0,0
0,29,0,2,16356.929,3382,0
0,20,1,2,12563.402,3382,0
0,22,0,2,22066.119,0,0
1,24,0,2,8535.8037,3382,1
0,46,0,2,18211.834,0,0
1,21,0,2,26148.545,0,1
0,36,1,2,60084.527,0,1
0,33,1,2,10674.854,3382,1
1,39,1,2,13294.703,3382,0
1,37,1,2,7234.8945,3382,0
0,47,1,2,15016.92,3382,0
0,50,0,2,19204.955,0,0
1,47,0,2,28161.346,0,0
1,39,1,2,4925.937,3382,1
0,46,1,2,9761.7207,3382,0
1,50,1,2,15837.026,3382,1
0,37,0,2,26433.951,0,1
0,35,0,2,14195.745,3382,0
1,18,0,2,34272.34,0,1
0,37,1,2,14176.047,3382,1
1,21,1,2,13610.692,3382,1
0,33,0,2,8173.0649,3382,0
0,19,1,2,14434.567,3382,1
1,37,1,2,28785.957,0,1
1,37,1,2,31673.826,0,1
1,45,0,2,7056.8257,3382,1
0,40,0,2,34918.148,0,0
0,42,0,2,7720.2866,3382,0
1,50,0,2,12772.546,3382,0
1,28,1,2,8781.3818,3382,1
1,45,1,2,15761.87,3382,0
1,35,0,2,17976.363,0,1
0,47,0,2,24341.58,0,0
1,41,1,2,6695.6074,3382,0
0,28,0,2,15742.566,3382,0
1,19,0,2,30874.932,0,0
1,34,0,2,21506.459,0,0
0,45,1,2,19016.777,0,0
0,28,0,2,16832.563,3382,1
1,26,1,2,7323.7944,3382,1
0,32,1,2,21928.314,0,0
0,39,0,2,22041.322,0,0
0,30,1,2,10305.664,3382,1
0,32,0,2,14855.236,3382,1
0,41,0,2,15801.062,3382,0
0,36,1,2,27492.439,0,1
0,23,1,2,11892.057,3382,1
0,39,0,2,20218.348,0,0
0,49,0,2,34438.156,0,1
1,47,1,2,24056.707,0,0
0,41,0,2,15903.484,3382,0
0,34,1,2,54793.059,0,0
0,22,1,2,20720.01,0,1
0,33,0,2,32270.057,0,1
0,30,1,2,27407.256,0,1
0,22,0,2,18628.893,0,1
0,23,1,2,14681.538,3382,0
0,21,0,2,16303.683,3382,1
0,44,1,2,55667.23,0,1
0,46,0,2,11365.394,3382,1
0,37,1,2,6243.415,3382,0
0,46,0,2,20258.609,0,1
1,47,1,2,9772.8242,3382,1
1,30,0,2,21768.355,0,0
0,49,1,2,13788.254,3382,0
1,24,0,2,16376.408,3382,1
0,43,0,2,5604.5889,3382,0
0,43,0,2,34159.535,0,1
0,36,0,2,4910.4165,3382,0
1,29,0,2,48705.75,0,0
0,51,0,2,11034.359,3382,0
0,21,1,2,36529.922,0,1
0,28,0,2,21078.18,0,0
0,18,0,2,17102.414,0,1
1,39,0,2,44357.117,0,0
0,27,0,2,12977.731,3382,0
1,20,0,2,11876.802,3382,1
1,49,0,2,10838.596,3382,1
1,53,0,2,8101.0825,3382,1
0,22,0,2,18530.127,0,1
0,27,1,2,17240.973,0,1
0,18,0,2,15471.918,3382,0
0,48,0,2,9226.3516,3382,1
0,44,1,2,14515.835,3382,0
1,32,0,2,11247.583,3382,0
1,34,0,2,33065.074,0,1
0,33,1,2,12851.833,3382,1
1,20,1,2,25979.918,0,0
0,27,1,2,27564.531,0,0
0,40,0,2,24398.381,0,1
0,47,0,2,25246.146,0,0
1,23,1,2,33092.645,0,1
1,48,1,2,53310.684,0,0
1,27,1,2,44012.387,0,0
0,46,0,2,13742.976,3382,1
1,27,0,2,7530.5508,3382,1
0,21,0,2,10810.548,3382,1
0,20,0,2,9931.9316,3382,0
1,29,1,2,6607.7002,3382,0
0,27,1,2,18205.947,0,0
0,46,1,2,8755.876,3382,1
1,43,1,2,10476.374,3382,0
1,21,0,2,11928.438,3382,0
1,25,0,2,60505.438,0,0
1,31,0,2,15423.244,3382,1
0,19,1,2,7199.606,3382,1
0,52,0,2,21216.934,0,1
0,41,1,2,16572.91,3382,0
1,30,1,2,16313.014,3382,1
1,51,0,2,10146.684,3382,0
0,29,0,2,14965.224,3382,1
1,34,1,2,20990.939,0,1
0,49,1,2,21511.033,0,0
0,42,0,2,9858.0811,3382,0
0,51,0,2,5410.8984,3382,0
0,45,1,2,5844.6426,3382,1
0,45,1,2,15718.293,3382,1
0,19,0,2,9335.4463,3382,1
0,36,0,2,21667.529,0,0
0,18,0,2,28147.008,0,0
1,40,0,2,26077.098,0,0
0,43,1,2,8341.166,3382,1
0,26,1,2,25862.939,0,0
0,43,0,2,22819.98,0,1
0,24,0,2,17417.324,0,1
0,24,0,2,38336.262,0,1
1,28,0,2,9707.1992,3382,0
0,38,0,2,20977.971,0,1
1,25,0,2,10932.64,3382,0
0,47,1,2,16323.44,3382,0
0,50,0,2,14515.185,3382,1
1,45,0,2,5175.6226,3382,1
0,35,1,2,16830.283,3382,0
1,25,1,2,8986.5576,3382,1
0,23,1,2,17349.918,0,0
0,49,0,2,12794.441,3382,0
0,28,1,2,22225.807,0,0
0,40,1,2,20943.707,0,0
1,49,0,2,22431.422,0,1
1,48,0,2,21099.941,0,1
1,38,0,2,8195.3018,3382,0
1,27,1,2,9177.1475,3382,0
0,26,0,2,10954.996,3382,1
1,29,0,2,10278.221,3382,0
0,42,0,2,12631.016,3382,0
0,49,0,2,5317.0674,3382,0
0,46,0,2,32014.869,0,0
1,52,0,2,13465.793,3382,0
1,33,1,2,8751.001,3382,1
1,51,0,2,9582.3662,3382,0
0,48,0,2,19416.611,0,0
0,27,0,2,5528.8594,3382,0
1,51,0,2,4653.396,3382,0
0,38,0,2,23967.627,0,0
1,24,0,2,45079.965,0,0
0,41,0,2,12148.496,3382,0
0,39,0,2,12028.761,3382,1
0,44,1,2,16262.392,3382,0
0,26,1,2,18615.855,0,1
0,36,0,2,14943.262,3382,1
1,32,0,2,26997.506,0,0
0,51,0,2,19532.018,0,0
0,37,0,2,4331.064,3382,0
1,30,0,2,24561.545,0,1
0,41,0,2,19442.182,0,1
0,54,1,2,7598.645,3382,0
0,48,1,2,14907.42,3382,0
0,28,0,2,7793.8188,3382,1
1,52,1,2,29561.146,0,0
1,21,0,2,7347.3838,3382,0
1,46,0,2,11917.227,3382,0
0,33,0,2,20106.381,0,0
0,48,0,2,18790.531,0,1
1,32,0,2,11328.342,3382,1
1,31,1,2,4060.5876,3382,1
1,39,1,2,36172.852,0,0
1,42,1,2,16434.203,3382,0
0,46,0,2,26205.814,0,0
0,33,0,2,25770.906,0,0
0,38,0,2,9729.665,3382,0
0,27,0,2,13599.08,3382,0
1,46,0,2,7727.7705,3382,1
1,24,0,2,9556.502,3382,0
1,19,1,2,24722.711,0,0
0,19,0,2,17846.373,0,1
1,38,0,2,14064.267,3382,0
1,36,0,2,7382.855,3382,0
1,52,1,2,27894.32,0,0
0,37,1,2,27356.205,0,0
0,22,1,2,9454.8086,3382,1
0,44,1,2,10469.013,3382,0
0,29,0,2,15643.014,3382,1
0,41,1,2,11585.335,3382,1
0,50,0,2,19520.77,0,0
1,44,0,2,44321.809,0,0
0,51,0,2,8772.0908,3382,1
0,41,0,2,21291.1,0,1
1,24,0,2,20310.918,0,0
1,47,1,2,29113.92,0,0
1,24,0,2,8656.541,3382,1
1,40,1,2,23072.842,0,1
0,21,1,2,6333.5991,3382,0
0,39,0,2,17824.447,0,0
1,39,1,2,33546.59,0,0
1,46,0,2,8775.6299,3382,1
0,34,0,2,8727.9395,3382,1
0,38,1,2,23257.975,0,1
1,37,0,2,10110.528,3382,1
1,49,1,2,30517.965,0,0
1,41,1,2,11499.256,3382,0
1,28,0,2,20913.689,0,0
0,23,1,2,16150.231,3382,1
1,42,0,2,24859.887,0,0
0,49,0,2,17064.633,0,0
1,49,0,2,12302.723,3382,1
1,36,1,2,10448.406,3382,1
1,23,0,2,5786.4917,3382,1
0,39,1,2,7334.7124,3382,1
0,31,0,2,23328.48,0,0
1,27,1,2,7661.3608,3382,0
0,21,1,2,21839.762,0,1
1,29,1,2,25793.33,0,1
1,54,1,2,30841.443,0,0
1,30,0,2,22362.58,0,0
0,34,0,2,20458.313,0,1
0,47,0,2,16821.65,3382,1
0,45,0,2,15295.851,3382,0
1,52,1,2,11865.661,3382,1
0,22,1,2,7474.1641,3382,0
0,21,0,2,5860.8462,3382,0
0,30,0,2,14780.595,3382,0
1,42,0,2,15912.405,3382,0
0,37,0,2,11609.435,3382,0
1,53,1,2,21748.621,0,1
0,46,0,2,31260.393,0,1
1,42,0,2,21683.674,0,1
0,18,1,2,28018.883,0,0
0,38,0,2,17905.785,0,1
0,39,1,2,24999.992,0,0
0,29,0,2,13453.277,3382,0
0,35,1,2,10285.468,3382,0
0,38,0,2,21258.252,0,1
1,32,0,2,17479.791,0,1
0,33,0,2,21527.039,0,0
0,45,0,2,11121.284,3382,1
0,21,0,2,9061.5498,3382,1
0,49,0,2,21826.332,0,1
1,53,0,2,12722.617,3382,1
1,50,0,2,19089.369,0,0
1,50,0,2,10390.941,3382,0
0,41,0,2,20184.016,0,1
0,20,0,2,15166.79,3382,0
1,46,0,2,10187.261,3382,0
1,23,0,2,16264.548,3382,1
1,38,0,2,36266.633,0,0
1,27,0,2,10335.004,3382,0
0,31,0,2,14195.055,3382,0
0,28,0,2,39317.121,0,0
1,24,1,2,17296.852,0,0
1,29,1,2,6308.5698,3382,0
0,19,1,2,23777.072,0,1
1,21,0,2,5040.4824,3382,0
1,37,1,2,7301.4429,3382,0
1,49,1,2,6632.3853,3382,0
0,45,1,2,13145.932,3382,1
0,53,0,2,17073.732,0,1
0,20,0,2,14753.189,3382,0
0,20,0,2,29803.74,0,1
1,47,0,2,14701.068,3382,0
0,48,1,2,16663.705,3382,0
1,37,0,2,7808.2593,3382,1
0,47,1,2,24335.73,0,1
1,30,0,2,17955.803,0,1
1,50,0,2,9430.4404,3382,1
0,39,0,2,31228.184,0,0
0,20,0,2,14751.839,3382,0
1,50,0,2,14591.2,3382,1
1,35,0,2,12217.685,3382,1
1,38,0,2,15276.972,3382,0
1,30,1,2,52733.883,0,1
1,28,0,2,9037.0918,3382,0
1,46,0,2,4394.6685,3382,1
1,47,0,2,30579.232,0,1
0,45,1,2,20956.875,0,0
1,52,1,2,13523.551,3382,0
1,48,0,2,14262.481,3382,0
1,39,1,2,7303.0239,3382,1
1,51,1,2,7499.5469,3382,1
0,32,1,2,33158.641,0,0
1,25,0,2,34395.914,0,0
0,45,0,2,13883.229,3382,0
1,49,0,2,24901.623,0,1
0,39,0,2,16057.041,3382,1
1,31,0,2,13557.823,3382,0
0,33,0,2,13981.086,3382,0
0,38,0,2,11388.352,3382,0
0,31,1,2,16234.05,3382,0
0,34,0,2,12601.646,3382,1
1,30,1,2,12475.838,3382,1
0,33,1,2,23584.209,0,0
1,40,0,2,14818.462,3382,1
0,27,0,2,18529.527,0,1
0,28,1,2,9716.8779,3382,1
0,29,1,2,8046.6069,3382,0
1,19,1,2,8611.0742,3382,1
0,30,0,2,29131.834,0,0
0,37,1,2,19657.5,0,0
1,50,1,2,12685.387,3382,1
0,35,1,2,23211.021,0,0
1,50,0,2,7050.8252,3382,0
1,42,0,2,10768.792,3382,1
1,30,1,2,10895.295,3382,0
1,21,1,2,17916.939,0,1
0,34,0,2,20786.729,0,0
1,38,0,2,20639.191,0,1
0,37,0,2,20792.637,0,0
1,22,0,2,10162.73,3382,1
0,35,0,2,8992.7383,3382,0
0,31,0,2,23917.074,0,0
1,20,1,2,47990.301,0,0
0,43,1,2,15686.457,3382,1
0,33,0,2,15583.275,3382,1
1,47,1,2,49853.594,0,0
1,27,1,2,20672.521,0,0
1,31,1,2,7063.0332,3382,0
0,36,1,2,5734.5986,3382,1
0,36,0,2,7376.4082,3382,1
0,31,0,2,8546.8418,3382,1
1,30,0,2,18368.084,0,1
1,19,1,2,18026.371,0,1
0,22,1,2,21968.398,0,0
0,35,1,2,27369.617,0,1
0,33,0,2,12509.912,3382,1
1,51,0,2,15351.09,3382,0
0,31,0,2,21732.428,0,0
0,20,1,2,7530.0195,3382,1
1,30,0,2,12043.981,3382,1
0,35,1,2,4791.2949,3382,1
0,19,1,2,5490.251,3382,1
0,40,0,2,16322.444,3382,1
1,20,0,2,12150.071,3382,0
1,35,0,2,17313.982,0,1
1,51,0,2,17417.209,0,0
1,29,1,2,8209.9297,3382,0
0,39,0,2,7103.0562,3382,0
0,42,1,2,13821.773,3382,1
0,43,0,2,8604.499,3382,0
1,34,0,2,20029.617,0,1
0,37,0,2,49770.746,0,0
0,40,0,2,20314.27,0,0
1,27,0,2,13912.959,3382,0
1,52,1,2,17064.031,0,1
1,28,1,2,23976.199,0,1
0,43,1,2,7453.9341,3382,0
0,24,0,2,18891.512,0,0
1,50,0,2,16582.9,3382,0
0,45,0,2,17234.463,0,1
0,34,0,2,9963.5234,3382,1
1,21,0,2,22557.154,0,1
0,49,0,2,19653.92,0,0
1,54,0,2,9474.5674,3382,0
0,20,0,2,19247.402,0,1
1,32,0,2,15803.834,3382,1
0,18,0,2,18788.273,0,1
1,25,0,2,16319.86,3382,1
1,19,0,2,7128.042,3382,1
0,26,0,2,42263.297,0,0
0,54,1,2,19720.648,0,0
0,50,1,2,33409.91,0,0
1,37,0,2,14928.291,3382,1
1,52,0,2,29945.766,0,0
1,20,1,2,57873.277,0,0
1,25,1,2,11675.843,3382,0
1,45,0,2,25911.279,0,0
1,35,1,2,15313.76,3382,0
1,39,1,2,33545.566,0,1
1,40,1,2,16421.137,3382,1
1,35,0,2,13239.186,3382,1
0,47,0,2,8039.5039,3382,0
0,45,0,2,11553.712,3382,0
1,50,0,2,13788.372,3382,1
1,34,1,2,18475.902,0,1
0,20,0,2,20714.518,0,1
0,46,1,2,14169.735,3382,1
0,19,0,2,34469.73,0,1
1,32,0,2,16651.646,3382,1
0,20,0,2,17623.189,0,1
1,46,0,2,18832.994,0,1
1,47,1,2,27485.965,0,1
1,43,0,2,12836.852,3382,1
1,33,0,2,7141.3101,3382,0
1,28,1,2,10489.53,3382,1
1,37,0,2,4926.5195,3382,0
0,45,1,2,6209.9116,3382,0
0,31,1,2,19056.428,0,0
1,39,0,2,11134.805,3382,0
0,25,1,2,18465.016,0,1
1,29,1,2,13872.999,3382,0
0,18,0,2,5982.5708,3382,0
0,51,1,2,10239.84,3382,0
0,50,0,2,4587.9717,3382,0
1,52,0,2,7226.792,3382,1
1,54,1,2,16556.354,3382,0
1,36,1,2,6581.7197,3382,0
0,22,0,2,45938.234,0,0
1,49,0,2,27854.154,0,1
0,31,0,2,11341.486,3382,1
0,22,0,2,18628.164,0,1
0,50,1,2,7573.2808,3382,0
0,20,0,2,77876.047,0,1
0,51,1,2,10571.438,3382,1
1,21,0,2,8194.1133,3382,1
1,45,0,2,10195.658,3382,0
0,31,1,2,16116.151,3382,0
0,28,1,2,13640.696,3382,1
0,50,0,2,20799.836,0,1
0,49,0,2,6134.1938,3382,1
0,27,0,2,6063.3813,3382,0
0,53,1,2,13155.552,3382,1
1,54,0,2,9725.1846,3382,0
0,29,0,2,8441.1074,3382,1
1,27,1,2,12471.567,3382,1
0,28,1,2,24010.705,0,0
0,43,0,2,46496.41,0,0
0,25,0,2,3725.3271,3382,1
0,54,0,2,37681.422,0,1
1,25,1,2,26499.855,0,0
0,34,0,2,11042.56,3382,0
1,24,1,2,32721.705,0,1
0,53,0,2,37728.238,0,1
0,19,0,2,20136.469,0,0
0,45,0,2,9605.5596,3382,0
0,28,0,2,13806.597,3382,0
1,50,0,2,9704.3115,3382,0
1,37,0,2,20081.986,0,0
0,50,0,2,7031.9487,3382,1
0,40,0,2,15273.825,3382,1
0,35,1,2,12987.339,3382,1
0,30,0,2,43369.852,0,0
1,36,0,2,12619.396,3382,1
0,53,0,2,24398.543,0,1
0,21,0,2,35964.402,0,1
1,23,0,2,6641.7344,3382,1
0,25,1,2,19668.02,0,0
0,53,0,2,43563.395,0,0
0,49,0,2,15410.923,3382,1
1,19,0,2,25372.479,0,0
0,34,1,2,27760.754,0,0
0,45,1,2,11218.615,3382,0
0,47,1,2,41251.129,0,1
1,33,1,2,17441.691,0,0
1,19,1,2,7610.8652,3382,0
0,42,0,2,26936.041,0,0
1,21,0,2,11545.693,3382,1
1,23,1,2,14461.739,3382,1
1,49,0,2,18128.363,0,0
1,26,0,2,19269.736,0,1
0,31,0,2,17190.307,0,0
1,20,0,2,65077.055,0,0
1,19,0,2,46653.602,0,1
0,30,0,2,15665.407,3382,0
0,25,0,2,32049.939,0,0
1,40,1,2,29636.627,0,1
0,25,1,2,14199.482,3382,0
1,54,1,2,11930.953,3382,1
0,26,0,2,8754.4648,3382,0
1,39,0,2,5958.3037,3382,0
0,52,1,2,19643.783,0,0
0,24,0,2,10454.785,3382,0
1,23,1,2,69318.375,0,1
1,24,0,2,12188.672,3382,1
1,30,1,2,21504.592,0,0
0,33,0,2,15638.808,3382,0
0,33,1,2,38339.043,0,0
0,25,0,2,23203.406,0,0
0,45,1,2,13314.738,3382,1
1,29,0,2,22773.109,0,0
0,23,0,2,17914.377,0,1
1,50,0,2,15814.116,3382,0
0,37,1,2,24575.275,0,0
0,21,0,2,11536.559,3382,1
0,35,0,2,23917.143,0,1
0,36,0,2,41690.723,0,0
1,41,0,2,28302.186,0,0
1,38,0,2,8617.4414,3382,1
0,21,1,2,9287.8838,3382,0
0,51,0,2,19866.715,0,0
1,39,0,2,12653.188,3382,1
1,27,1,2,14600.15,3382,1
0,22,0,2,7652.1167,3382,1
1,41,1,2,7499.1895,3382,0
1,29,0,2,16649.693,3382,0
0,20,1,2,20811.344,0,0
0,38,1,2,26396.92,0,0
1,31,0,2,11457.844,3382,0
1,40,0,2,3447.7112,3382,1
0,44,1,2,9092.5137,3382,1
1,36,0,2,12681.068,3382,0
0,24,0,2,10945.816,3382,0
0,35,1,2,10627.864,3382,0
0,33,0,2,13912.853,3382,1
0,44,0,2,22559.111,0,1
1,44,1,2,12773.996,3382,1
1,29,0,2,10222.589,3382,1
1,47,0,2,58114.309,0,1
0,19,1,2,29466.742,0,0
0,51,0,2,9914.5762,3382,0
0,26,0,2,20217.422,0,0
0,35,0,2,24988.598,0,0
1,43,1,2,23085.145,0,0
0,39,0,2,57371.891,0,0
0,38,0,2,8829.2295,3382,0
0,32,0,2,20954.277,0,0
0,21,0,2,12790.221,3382,0
1,44,1,2,26441.365,0,0
0,28,1,2,22071.57,0,0
1,26,0,2,18996.748,0,0
0,52,1,2,12026.283,3382,0
1,53,1,2,27341.182,0,0
0,22,0,2,16078.632,3382,0
1,47,1,2,48546.32,0,0
0,41,1,2,11070.09,3382,0
0,31,0,2,6209.9355,3382,1
1,44,0,2,13091.484,3382,0
0,36,0,2,26145.752,0,1
1,30,0,2,6248.21,3382,0
1,43,0,2,20544.85,0,1
0,24,1,2,21389.684,0,1
1,39,1,2,9840.085,3382,0
0,24,0,2,8577.9365,3382,1
0,40,0,2,26359.361,0,1
1,30,0,2,22242.303,0,1
1,52,0,2,14788.321,3382,0
1,35,1,2,18006.303,0,1
0,39,0,2,18912.602,0,1
0,29,1,2,38933.621,0,1
0,44,0,2,34711.867,0,0
1,28,1,2,13565.622,3382,0
1,51,0,2,36302.344,0,0
1,50,0,2,9772.8613,3382,0
1,44,0,2,22553.689,0,1
1,18,0,2,13416.493,3382,1
0,49,1,2,14142.613,3382,0
1,24,0,2,30454.699,0,0
0,50,0,2,41100.418,0,0
0,23,1,2,33770.902,0,1
1,38,0,2,40352.578,0,1
0,48,0,2,18406.521,0,0
0,50,0,2,14844.091,3382,1
0,33,0,2,72506.398,0,1
0,20,0,2,12698.06,3382,0
1,31,1,2,36886.402,0,1
0,24,0,2,23236.447,0,1
1,27,0,2,29467.248,0,0
1,40,0,2,12134.717,3382,1
0,50,1,2,31874.852,0,0
1,28,0,2,25706.008,0,1
0,41,0,2,18020.029,0,1
1,47,0,2,5524.9116,3382,0
0,51,1,2,42705.77,0,0
0,26,1,2,17667.227,0,1
1,53,1,2,29762.725,0,1
1,41,1,2,28894.793,0,0
0,36,0,2,21067.389,0,0
0,40,1,2,10996.708,3382,0
0,28,1,2,12431.063,3382,0
1,48,0,2,5961.6006,3382,1
1,33,0,2,25043.23,0,0
0,30,0,2,36104.305,0,1
1,21,0,2,33336.676,0,0
1,48,1,2,17530.324,0,0
1,48,0,2,28592.494,0,0
0,40,0,2,13218.709,3382,1
1,35,1,2,21145.971,0,0
1,49,0,2,21422.857,0,0
0,31,1,2,16127.452,3382,1
0,35,0,2,18183.666,0,0
0,54,0,2,12299.039,3382,0
0,54,0,2,9665.3809,3382,0
0,40,0,2,25074.322,0,1
1,35,1,2,13298.584,3382,0
0,38,1,2,33628.496,0,1
1,49,0,2,9809.3711,3382,1
0,23,1,2,9965.0342,3382,0
0,21,1,2,14466.581,3382,0
0,51,0,2,43822.492,0,1
0,54,1,2,20560.549,0,1
1,31,1,2,14460.305,3382,0
0,52,0,2,18171.914,0,0
1,50,0,2,9494.0684,3382,1
0,32,1,2,14940.753,3382,0
1,27,1,2,17557.748,0,1
0,30,0,2,19156.865,0,0
0,49,1,2,14582.77,3382,0
1,44,0,2,12906.071,3382,1
1,25,1,2,17777.797,0,1
1,38,0,2,11874.729,3382,0
0,49,1,2,15152.059,3382,1
1,18,0,2,79227.813,0,1
1,28,1,2,23516.338,0,1
1,36,1,2,23049.178,0,1
0,50,0,2,9143.54,3382,1
0,28,1,2,12735.061,3382,1
1,39,0,2,17471.125,0,0
